Flight Information:
Launch Date:            	          	                       	Wednesday, 27 October 2021	   	                   	Launch Time: 	         	        	11:32:04     	          	          	End of Ascent:	       	         	01:42:40
Station name:           	          	                       	IIT MADRAS                	   	                   	Serialnumber:	         	        	18000120
Ground Values:
Pressure:               	          	                       	1004.5 hPa                	   	                   	Temperature: 	         	        	29.0 °C      	          	          	Humidity:     	       	         	72 %
Wind direction:         	          	                       	310 °                     	   	                   	Wind speed:  	         	        	6 kn         	          	          	Cloud group:  	       	         	9////
Position:
Longitude:              	          	                       	74.641 °                  	   	                   	Latitude:    	         	        	9.702 °      	          	          	Altitude:     	       	         	34 m
Staff:
Company:                	          	                       	
Operator:               	          	                       	                          	   	                   	
Events:
Highest Point:          	          	                       	19.6 hPa                  	   	                   	25867 m
Tropopauses:            	          	                       	1.: 112.2 hPa             	   	                   	             	         	        	
Max Winds:              	          	                       	1.: 22.6 hPa              	   	                   	             	         	        	
Remarks:

Profile Data:
Time                    	UTC Time  	P                      	T                         	Hu 	Ws                 	Wd           	Long.    	Lat.    	Geopot       	MRI       	RI        	Dewp.         	Rs     	Elevation	Azimuth 	Range	D
[sec]                   	[HH:mm:ss]	[hPa]                  	[°C]                      	[%]	[kn]               	[°]          	[°]      	[°]     	[m]          	          	          	[°C]          	[m/min]	[°]      	[°]     	[m]  	[kg/m3]
316                     	11:37:20  	867.0                  	19.5                      	76 	8.7                	164          	74.593951	9.724317	1325         	441.842   	233.252   	15.1          	212.5  	12.6     	296     	5918 	1.032441
318                     	11:37:22  	866.3                  	19.4                      	76 	8.7                	163          	74.593931	9.724394	1332         	442.818   	233.113   	15.1          	212.2  	12.7     	296     	5925 	1.031805
320                     	11:37:24  	865.6                  	19.3                      	76 	8.7                	163          	74.593910	9.724470	1339         	443.783   	232.979   	15.0          	210.8  	12.7     	296     	5932 	1.031190
322                     	11:37:26  	865.0                  	19.3                      	76 	8.7                	163          	74.593887	9.724541	1346         	444.747   	232.844   	15.0          	210.8  	12.8     	296     	5939 	1.030565
324                     	11:37:28  	864.3                  	19.2                      	76 	8.6                	163          	74.593865	9.724612	1353         	445.725   	232.708   	15.0          	210.2  	12.8     	296     	5946 	1.029930
326                     	11:37:30  	863.6                  	19.2                      	76 	8.6                	163          	74.593842	9.724683	1360         	446.672   	232.571   	15.0          	207.4  	12.9     	296     	5953 	1.029278
328                     	11:37:32  	862.9                  	19.1                      	77 	8.6                	163          	74.593819	9.724754	1367         	447.627   	232.443   	15.0          	207.4  	12.9     	296     	5961 	1.028657
330                     	11:37:34  	862.2                  	19.1                      	77 	8.4                	164          	74.593797	9.724825	1374         	448.583   	232.315   	14.9          	207.4  	13.0     	296     	5968 	1.028034
332                     	11:37:36  	861.5                  	19.0                      	77 	8.4                	163          	74.593774	9.724896	1381         	449.537   	232.186   	14.9          	207.3  	13.0     	296     	5975 	1.027411
334                     	11:37:38  	860.8                  	19.0                      	77 	8.3                	163          	74.593751	9.724967	1388         	450.489   	232.055   	14.9          	207.3  	13.1     	296     	5982 	1.026775
336                     	11:37:40  	860.1                  	18.9                      	78 	8.1                	164          	74.593729	9.725038	1394         	451.441   	231.924   	14.9          	206.9  	13.1     	296     	5989 	1.026142
338                     	11:37:42  	859.5                  	18.9                      	78 	8.1                	164          	74.593706	9.725109	1401         	452.395   	231.794   	14.9          	206.7  	13.2     	296     	5996 	1.025522
340                     	11:37:44  	858.8                  	18.8                      	78 	8.0                	163          	74.593684	9.725180	1408         	453.344   	231.660   	14.9          	206.7  	13.2     	297     	6003 	1.024895
342                     	11:37:46  	858.1                  	18.8                      	78 	8.0                	163          	74.593661	9.725251	1415         	454.272   	231.504   	14.8          	208.4  	13.3     	297     	6011 	1.024192
344                     	11:37:48  	857.3                  	18.7                      	78 	7.9                	163          	74.593638	9.725322	1422         	455.213   	231.347   	14.7          	209.2  	13.3     	297     	6018 	1.023491
346                     	11:37:50  	856.6                  	18.7                      	78 	8.0                	163          	74.593616	9.725393	1429         	456.158   	231.193   	14.7          	209.2  	13.4     	297     	6025 	1.022807
348                     	11:37:52  	855.8                  	18.6                      	78 	8.0                	163          	74.593593	9.725464	1437         	457.196   	231.021   	14.6          	230.4  	13.5     	297     	6032 	1.022058
350                     	11:37:54  	855.0                  	18.5                      	77 	7.9                	162          	74.593570	9.725535	1444         	458.231   	230.848   	14.5          	231.6  	13.5     	297     	6040 	1.021316
352                     	11:37:56  	854.2                  	18.5                      	77 	7.9                	162          	74.593547	9.725601	1452         	459.253   	230.661   	14.4          	231.6  	13.6     	297     	6047 	1.020527
354                     	11:37:58  	853.2                  	18.4                      	77 	7.9                	162          	74.593524	9.725667	1460         	460.372   	230.446   	14.3          	253.5  	13.6     	297     	6054 	1.019611
356                     	11:38:00  	852.3                  	18.4                      	76 	7.8                	161          	74.593501	9.725732	1469         	461.526   	230.233   	14.2          	261.9  	13.7     	297     	6062 	1.018703
358                     	11:38:02  	851.4                  	18.3                      	76 	7.7                	161          	74.593478	9.725798	1478         	462.674   	230.016   	14.1          	261.9  	13.8     	297     	6069 	1.017765
360                     	11:38:04  	850.4                  	18.3                      	76 	7.7                	160          	74.593455	9.725863	1487         	463.917   	229.783   	14.0          	281.2  	13.8     	297     	6077 	1.016751
362                     	11:38:06  	849.4                  	18.2                      	76 	7.7                	160          	74.593432	9.725928	1497         	465.163   	229.553   	13.9          	281.8  	13.9     	297     	6085 	1.015737
364                     	11:38:08  	848.5                  	18.2                      	76 	7.6                	160          	74.593408	9.725994	1506         	466.477   	229.344   	13.8          	291.6  	14.0     	297     	6092 	1.014818
366                     	11:38:10  	847.6                  	18.1                      	76 	7.5                	160          	74.593385	9.726059	1516         	467.868   	229.149   	13.8          	303.7  	14.1     	297     	6100 	1.013945
368                     	11:38:12  	846.8                  	18.1                      	76 	7.4                	159          	74.593362	9.726125	1526         	469.271   	228.951   	13.8          	303.7  	14.2     	297     	6108 	1.013041
370                     	11:38:14  	846.0                  	18.1                      	76 	7.3                	160          	74.593339	9.726190	1535         	470.452   	228.782   	13.8          	259.4  	14.2     	297     	6116 	1.012246
372                     	11:38:16  	845.3                  	18.0                      	76 	7.2                	160          	74.593316	9.726256	1543         	471.553   	228.627   	13.8          	240.9  	14.3     	297     	6123 	1.011501
374                     	11:38:18  	844.6                  	18.0                      	76 	7.2                	160          	74.593293	9.726321	1551         	472.680   	228.482   	13.8          	240.9  	14.3     	297     	6130 	1.010796
